일자,Shift,공장,공정,차종,설비,제품,작업자,실적,계획,작업시간,효율,C/T,비가동,비가동시간(분),부적합,부적합수량,불량,불량수량
2020-05-18,주간,DF공장,사출공정,AP차종,11호기,제품-025,AY-작업자,216,237.6,360,1,50,기타,30,,,,
2020-05-18,주간,DF공장,사출공정,AP차종,11호기,제품-025,AY-작업자,,0,,,,작업변경,70,,,,
2020-05-18,주간,DF공장,사출공정,BC차종,11호기,제품-028,AY-작업자,195,214.5,270,1,65.4,,,,,,
2020-05-18,야간,DF공장,사출공정,BC차종,11호기,제품-028,CZ-작업자,427,469.7,582,1,65.4,,,,,,
2020-05-18,주간,DF공장,사출공정,BE차종,12호기,제품-023,BH-작업자,1017,1118.7,630,1,37.1,,,,,,
2020-05-18,야간,DF공장,사출공정,BE차종,12호기,제품-023,DG-작업자,938,1031.8,582,1,37.1,,,,,,
2020-05-18,주간,DF공장,사출공정,BD차종,12호기,제품-022,CP-작업자,487,535.7,492,1,37,작업변경,70,,,,
2020-05-18,주간,DF공장,사출공정,BB차종,11호기,제품-027,CP-작업자,169,185.9,138,1,55,,,,,,
2020-05-18,야간,DF공장,사출공정,BB차종,11호기,제품-027,BN-작업자,677,744.7,582,1,55,,,,,,
2020-05-18,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,BF-작업자,660,726,300,1,26.7,자주검사,10,,,,
2020-05-18,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,CH-작업자,1152,1267.2,640,1,27.7,교육,10,,,,
2020-05-18,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,CH-작업자,,0,,,,설비이상,50,,,,
2020-05-18,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,CH-작업자,,0,,,,3정5행,10,,,,
2020-05-18,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,BF-작업자,,0,,,,교육,10,,,,
2020-05-18,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,BF-작업자,720,792,300,1,26.7,자주검사,30,,,,
2020-05-18,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,BF-작업자,,0,,,,작업변경,30,,,,
2020-05-18,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,DC-작업자,,0,,,,작업변경,10,,,,
2020-05-18,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,AP-작업자,1500,1650,640,1,25.7,자주검사,30,,,,
2020-05-18,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,AP-작업자,,0,,,,교육,10,,,,
2020-05-18,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,AP-작업자,,0,,,,3정5행,10,,,,
2020-05-18,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,DC-작업자,,0,,,,교육,10,,,,
2020-05-18,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,DC-작업자,,0,,,,기타,10,,,,
2020-05-18,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,DC-작업자,,0,,,,작업변경,40,,,,
2020-05-18,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,CC-작업자,,0,,,,교육,10,,,,
2020-05-18,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,CC-작업자,,0,,,,3정5행,10,,,,
2020-05-18,야간,DF공장,사출공정,AS차종,8호기,제품-010,CK-작업자,967,1063.7,582,1,36,,,,,,
2020-05-18,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CL-작업자,120,132,120,1,30,자주검사,15,,,융착,2
2020-05-18,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CL-작업자,,0,,,,작업변경,30,,,,
2020-05-18,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CL-작업자,,0,,,,교육,10,,,,
2020-05-18,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CL-작업자,360,396,180,1,27.7,자주검사,10,,,,
2020-05-18,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CL-작업자,,0,,,,작업변경,20,,,,
2020-05-18,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CL-작업자,648,712.8,360,1,30,자주검사,10,,,,
2020-05-19,주간,DF공장,사출공정,AO차종,1호기,제품-024,BB-작업자,922,1014.2,630,1,37.1,설비이상,60,,,,
2020-05-19,야간,DF공장,사출공정,AO차종,1호기,제품-024,CX-작업자,938,1031.8,582,1,37.1,,,,,,
2020-05-19,주간,DF공장,사출공정,AO차종,1호기,제품-024,CO-작업자,1020,1122,630,1,37.1,,,,,,
2020-05-19,야간,DF공장,사출공정,AO차종,1호기,제품-024,BP-작업자,938,1031.8,582,1,37.1,,,,,,
2020-05-19,주간,DF공장,사출공정,AB차종,3호기,제품-029,BD-작업자,576,633.6,630,1,75,,,,,,
2020-05-19,야간,DF공장,사출공정,AB차종,3호기,제품-029,BV-작업자,450,495,582,1,75,,,,,,
2020-05-19,주간,DF공장,사출공정,AI차종,4호기,제품-021,DI-작업자,1053,1158.3,630,1,36,,,,,,
2020-05-19,야간,DF공장,사출공정,AI차종,4호기,제품-021,CU-작업자,964,1060.4,582,1,36,,,,,,
2020-05-19,주간,DF공장,사출공정,AR차종,5호기,제품-019,AO-작업자,1052,1157.2,630,1,36,,,,,,
2020-05-19,야간,DF공장,사출공정,AR차종,5호기,제품-019,AS-작업자,966,1062.6,582,1,36,,,,,,
2020-05-19,주간,DF공장,사출공정,AD차종,6호기,제품-016,BH-작업자,661,727.1,630,1,60,,,,,,
2020-05-19,야간,DF공장,사출공정,AD차종,6호기,제품-016,BN-작업자,609,669.9,582,1,60,,,,,,
2020-05-19,주간,DF공장,사출공정,AA차종,7호기,제품-026,CY-작업자,733,806.3,630,1,36,,,,,,
2020-05-19,주간,DF공장,사출공정,AA차종,7호기,제품-026,CY-작업자,,0,,1,36,,,,,,
2020-05-19,야간,DF공장,사출공정,AA차종,7호기,제품-026,CA-작업자,967,1063.7,582,1,36,,,,,,
2020-05-19,주간,DF공장,사출공정,AS차종,8호기,제품-010,BR-작업자,1051,1156.1,630,1,36,,,,,,
2020-05-19,야간,DF공장,사출공정,AS차종,8호기,제품-010,DK-작업자,968,1064.8,582,1,36,,,,,,
2020-05-19,주간,DF공장,사출공정,AG차종,9호기,제품-014,BY-작업자,1051,1156.1,630,1,37.1,,,,,,
2020-05-19,야간,DF공장,사출공정,AG차종,9호기,제품-014,CK-작업자,967,1063.7,582,1,37.1,,,,,,
2020-05-19,주간,DF공장,사출공정,AA차종,7호기,제품-026,DF-작업자,274,301.4,246,1,36,작업변경,85,,,,
2020-05-19,주간,DF공장,사출공정,AL차종,6호기,제품-012,DF-작업자,551,606.1,384,1,38.7,,,,,,
2020-05-19,주간,DF공장,사출공정,AL차종,6호기,제품-012,DF-작업자,,0,,1,38.7,,,,,,
2020-05-19,야간,DF공장,사출공정,AL차종,6호기,제품-012,AN-작업자,202,222.2,222,1,38.7,작업변경,70,,,,
2020-05-19,야간,DF공장,사출공정,AA차종,7호기,제품-026,AN-작업자,602,662.2,360,1,36,,,,,,
2020-05-19,주간,DF공장,사출공정,BC차종,11호기,제품-028,AY-작업자,465,511.5,630,1,65.4,,,,,,
2020-05-19,야간,DF공장,사출공정,BC차종,11호기,제품-028,DD-작업자,420,462,582,1,65.4,,,,,,
2020-05-19,주간,DF공장,사출공정,BE차종,12호기,제품-023,BM-작업자,1017,1118.7,630,1,37.1,,,,,,
2020-05-19,야간,DF공장,사출공정,BE차종,12호기,제품-023,DG-작업자,936,1029.6,582,1,37.1,,,,,,
2020-05-19,주간,DF공장,사출공정,BB차종,11호기,제품-027,CP-작업자,706,776.6,630,1,55,설비이상,30,,,,
2020-05-19,야간,DF공장,사출공정,BB차종,11호기,제품-027,AM-작업자,618,679.8,582,1,55,설비이상,50,,,,
2020-05-19,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,CH-작업자,1420,1562,640,1,25.7,자주검사,30,,,,
2020-05-19,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,CH-작업자,,0,,,,교육,10,,,,
2020-05-19,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,CH-작업자,,0,,,,3정5행,10,,,,
2020-05-19,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,BF-작업자,288,316.8,180,1,27.7,자주검사,30,,,,
2020-05-19,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,BF-작업자,,0,,,,3정5행,10,,,,
2020-05-19,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,AP-작업자,1443,1587.3,640,1,25.7,자주검사,30,,,,
2020-05-19,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,AP-작업자,,0,,,,교육,10,,,,
2020-05-19,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,AP-작업자,,0,,,,3정5행,10,,,,
2020-05-19,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CL-작업자,216,237.6,180,1,30,자주검사,15,,,,
2020-05-19,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CL-작업자,,0,,,,교육,10,,,,
2020-05-19,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CL-작업자,,0,,,,작업변경,30,,,,
2020-05-19,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CL-작업자,1200,1320,480,1,27.7,자주검사,10,,,,
2020-05-19,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CL-작업자,,0,,,,3정5행,10,,,,
2020-05-19,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,BG-작업자,,0,,,,기타,10,,,,
2020-05-19,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,BG-작업자,,0,,,,3정5행,10,,,,
2020-05-19,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,CC-작업자,,0,,,,교육,10,,,,
2020-05-19,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,CC-작업자,,0,,,,3정5행,10,,,,
2020-05-19,주간,DF공장,조립공정,AN차종,조립6라인,제품-053,DC-작업자,,0,,,,교육,10,,,,
2020-05-19,주간,DF공장,조립공정,AN차종,조립6라인,제품-053,DC-작업자,,0,,,,3정5행,10,,,,
2020-05-19,주간,DF공장,조립공정,AN차종,조립6라인,제품-053,AU-작업자,495,544.5,180,1,20,,,,,,
2020-05-20,주간,DF공장,사출공정,AO차종,1호기,제품-024,DI-작업자,744,818.4,462,1,37.1,,,,,,
2020-05-20,야간,DF공장,사출공정,AO차종,1호기,제품-024,CX-작업자,938,1031.8,582,1,37.1,,,,,,
2020-05-20,주간,DF공장,사출공정,AO차종,1호기,제품-024,BB-작업자,745,819.5,462,1,37.1,,,,,,
2020-05-20,야간,DF공장,사출공정,AO차종,1호기,제품-024,BT-작업자,938,1031.8,582,1,37.1,,,,,,
2020-05-20,주간,DF공장,사출공정,AB차종,3호기,제품-029,CD-작업자,320,352,462,1,75,,,,,,
2020-05-20,주간,DF공장,사출공정,AB차종,3호기,제품-029,CD-작업자,,0,,1,75,,,,,,
2020-05-20,야간,DF공장,사출공정,AB차종,3호기,제품-029,BV-작업자,400,440,582,1,75,,,,,,
2020-05-20,주간,DF공장,사출공정,AI차종,4호기,제품-021,AO-작업자,767,843.7,462,1,36,,,,,,
2020-05-20,야간,DF공장,사출공정,AI차종,4호기,제품-021,CZ-작업자,967,1063.7,582,1,36,,,,,,
2020-05-20,주간,DF공장,사출공정,AR차종,5호기,제품-019,BR-작업자,767,843.7,462,1,36,,,,,성형,6
2020-05-20,야간,DF공장,사출공정,AR차종,5호기,제품-019,AS-작업자,968,1064.8,582,1,36,,,,,,
2020-05-20,야간,DF공장,사출공정,AD차종,6호기,제품-016,BN-작업자,611,672.1,582,1,60,,,,,,
2020-05-20,주간,DF공장,사출공정,AA차종,7호기,제품-026,CY-작업자,600,660,462,1,36,,,,,,
2020-05-20,야간,DF공장,사출공정,AA차종,7호기,제품-026,CA-작업자,967,1063.7,582,1,36,,,,,,
2020-05-20,야간,DF공장,사출공정,AS차종,8호기,제품-010,DK-작업자,968,1064.8,582,1,36,,,,,,
2020-05-20,야간,DF공장,사출공정,AG차종,9호기,제품-014,CK-작업자,967,1063.7,582,1,37.1,,,,,,
2020-05-20,주간,DF공장,사출공정,AA차종,7호기,제품-026,BY-작업자,767,843.7,462,1,36,,,,,,
2020-05-20,야간,DF공장,사출공정,AA차종,7호기,제품-026,AN-작업자,968,1064.8,582,1,36,,,,,,
2020-05-20,주간,DF공장,사출공정,BC차종,11호기,제품-028,BD-작업자,361,397.1,462,1,65.4,,,,,,
2020-05-20,야간,DF공장,사출공정,BC차종,11호기,제품-028,DD-작업자,420,462,582,1,65.4,,,,,,
2020-05-20,주간,DF공장,사출공정,BE차종,12호기,제품-023,DF-작업자,744,818.4,462,1,37.1,,,,,,
2020-05-20,야간,DF공장,사출공정,BE차종,12호기,제품-023,DG-작업자,936,1029.6,582,1,37.1,,,,,,
2020-05-20,주간,DF공장,사출공정,BB차종,11호기,제품-027,BH-작업자,537,590.7,462,1,55,,,,,,
2020-05-20,야간,DF공장,사출공정,BB차종,11호기,제품-027,AM-작업자,677,744.7,582,1,55,,,,,,
2020-05-20,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,CH-작업자,1040,1144,480,1,25.7,자주검사,20,,,,
2020-05-20,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,CH-작업자,,0,,,,3정5행,10,,,,
2020-05-20,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,AU-작업자,1100,1210,480,1,25.7,자주검사,30,,,,
2020-05-20,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,AU-작업자,,0,,,,3정5행,10,,,,
2020-05-20,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CL-작업자,480,528,360,1,30,자주검사,30,,,,
2020-05-20,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CL-작업자,,0,,,,결품,50,,,,
2020-05-20,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CL-작업자,216,237.6,120,1,27.7,자주검사,10,,,,
2020-05-20,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CL-작업자,,0,,,,3정5행,10,,,,
2020-05-20,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CL-작업자,,0,,,,작업변경,30,,,,
2020-05-20,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,DA-작업자,,0,,,,기타,10,,,,
2020-05-20,주간,DF공장,조립공정,AK차종,조립1라인,제품-050,DA-작업자,,0,,,,3정5행,10,,,,
2020-05-20,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,CC-작업자,,0,,,,3정5행,10,,,,
2020-05-20,주간,DF공장,조립공정,AN차종,조립6라인,제품-053,CR-작업자,,0,,,,자주검사,10,,,,
2020-05-22,주간,DF공장,사출공정,AO차종,1호기,제품-024,BD-작업자,975,1072.5,630,1,37.1,교육,30,,,,
2020-05-22,야간,DF공장,사출공정,AO차종,1호기,제품-024,CA-작업자,937,1030.7,582,1,37.1,,,,,,
2020-05-22,주간,DF공장,사출공정,AO차종,1호기,제품-024,DK-작업자,1020,1122,630,1,37.1,,,,,,
2020-05-22,야간,DF공장,사출공정,AO차종,1호기,제품-024,BB-작업자,940,1034,582,1,37.1,,,,,,
2020-05-22,주간,DF공장,사출공정,AB차종,3호기,제품-029,BV-작업자,565,621.5,630,1,75,,,,,,
2020-05-22,야간,DF공장,사출공정,AB차종,3호기,제품-029,CO-작업자,465,511.5,582,1,75,,,,,,
2020-05-22,주간,DF공장,사출공정,AI차종,4호기,제품-021,BT-작업자,970,1067,630,1,36,설비이상,40,,,,
2020-05-22,야간,DF공장,사출공정,AI차종,4호기,제품-021,CK-작업자,967,1063.7,582,1,36,,,,,,
2020-05-22,주간,DF공장,사출공정,AR차종,5호기,제품-019,BR-작업자,1051,1156.1,630,1,36,,,,,,
2020-05-22,야간,DF공장,사출공정,AR차종,5호기,제품-019,CU-작업자,967,1063.7,582,1,36,,,,,,
2020-05-22,주간,DF공장,사출공정,AD차종,6호기,제품-016,CZ-작업자,284,312.4,270,1,60,,,,,,
2020-05-22,야간,DF공장,사출공정,AD차종,6호기,제품-016,BP-작업자,609,669.9,582,1,60,,,,,,
2020-05-22,주간,DF공장,사출공정,AA차종,7호기,제품-026,CY-작업자,720,792,630,1,36,,,,,,
2020-05-22,야간,DF공장,사출공정,AA차종,7호기,제품-026,AS-작업자,966,1062.6,582,1,36,,,,,,
2020-05-22,주간,DF공장,사출공정,AS차종,8호기,제품-010,AM-작업자,80,88,45,1,36,,,,,,
2020-05-22,야간,DF공장,사출공정,AS차종,8호기,제품-010,CX-작업자,962,1058.2,582,1,36,,,,,,
2020-05-22,주간,DF공장,사출공정,AG차종,9호기,제품-014,BY-작업자,1051,1156.1,630,1,37.1,,,,,,
2020-05-22,야간,DF공장,사출공정,AG차종,9호기,제품-014,CN-작업자,86,94.6,120,1,37.1,작업변경,70,,,,
2020-05-22,주간,DF공장,사출공정,AA차종,7호기,제품-026,AN-작업자,231,254.1,216,1,36,작업변경,70,,,,
2020-05-22,주간,DF공장,사출공정,AX차종,6호기,제품-011,AN-작업자,650,715,414,1,37.1,,,,,,
2020-05-22,야간,DF공장,사출공정,AX차종,6호기,제품-011,AO-작업자,940,1034,582,1,37.1,,,,,,
2020-05-22,야간,DF공장,사출공정,AX차종,6호기,제품-011,AO-작업자,,0,,1,37.1,,,,,,
2020-05-22,주간,DF공장,사출공정,BC차종,11호기,제품-028,DD-작업자,234,257.4,380,1,65.4,작업변경,70,,,,
2020-05-22,주간,DF공장,사출공정,BD차종,12호기,제품-022,DD-작업자,208,228.8,250,1,37,,,,,,
2020-05-22,야간,DF공장,사출공정,BD차종,12호기,제품-022,CP-작업자,500,550,582,1,37,,,,,,
2020-05-22,주간,DF공장,사출공정,BE차종,12호기,제품-023,DG-작업자,956,1051.6,630,1,37.1,설비이상,30,,,,
2020-05-22,주간,DF공장,사출공정,BE차종,12호기,제품-023,DG-작업자,,0,,1,37.1,,,,,,
2020-05-22,야간,DF공장,사출공정,BE차종,12호기,제품-023,AY-작업자,938,1031.8,582,1,37.1,,,,,,
2020-05-22,주간,DF공장,사출공정,BB차종,11호기,제품-027,AM-작업자,450,495,630,1,55,설비이상,215,,,,
2020-05-22,야간,DF공장,사출공정,BB차종,11호기,제품-027,BH-작업자,677,744.7,582,1,55,,,,,,
2020-05-22,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,BF-작업자,240,264,120,1,26.7,,,,,,
2020-05-22,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,BF-작업자,470,517,180,1,26.7,작업변경,10,,,,
2020-05-22,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,BF-작업자,714,785.4,360,1,26.7,작업변경,20,,,,
2020-05-22,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,BF-작업자,,0,,,,3정5행,10,,,,
2020-05-22,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,CH-작업자,924,1016.4,480,1,27.7,자주검사,20,,,,
2020-05-22,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,CH-작업자,,0,,,,3정5행,10,,,,
2020-05-22,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,DC-작업자,,0,,,,작업변경,40,,,,
2020-05-22,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,DC-작업자,,0,,,,기타,10,,,,
2020-05-22,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,AP-작업자,1520,1672,640,1,25.7,자주검사,40,,,,
2020-05-22,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,AP-작업자,,0,,,,3정5행,10,,,,
2020-05-22,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CL-작업자,624,686.4,300,1,27.7,자주검사,25,,,,
2020-05-22,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CL-작업자,,0,,,,작업변경,20,,,,
2020-05-22,주간,DF공장,조립공정,AS차종,조립5라인,제품-039,CL-작업자,624,686.4,360,1,30,작업변경,30,,,,
2020-05-22,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,CC-작업자,,0,,,,3정5행,10,,,,
2020-05-22,주간,DF공장,조립공정,AN차종,조립6라인,제품-053,BF-작업자,,0,,,,3정5행,10,,,,
2020-05-22,주간,DF공장,조립공정,AN차종,조립6라인,제품-053,BF-작업자,,0,,,,3정5행,10,,,,
2020-05-22,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,BF-작업자,460,506,180,1,26.7,작업변경,10,,,,
2020-05-22,야간,DF공장,사출공정,AW차종,6호기,제품-020,CN-작업자,500,550,462,1,38.7,,,,,성형,2
2020-05-23,주간,DF공장,사출공정,AO차종,1호기,제품-024,AN-작업자,1019,1120.9,630,1,37.1,,,,,,
2020-05-23,야간,DF공장,사출공정,AO차종,1호기,제품-024,AO-작업자,939,1032.9,582,1,37.1,,,,,,
2020-05-23,주간,DF공장,사출공정,AO차종,1호기,제품-024,BD-작업자,1023,1125.3,630,1,37.1,,,,,,
2020-05-23,야간,DF공장,사출공정,AO차종,1호기,제품-024,CA-작업자,937,1030.7,582,1,37.1,,,,,,
2020-05-23,주간,DF공장,사출공정,AB차종,3호기,제품-029,DK-작업자,520,572,630,1,75,,,,,,
2020-05-23,야간,DF공장,사출공정,AB차종,3호기,제품-029,BB-작업자,545,599.5,582,1,75,,,,,,
2020-05-23,주간,DF공장,사출공정,AI차종,4호기,제품-021,BV-작업자,1009,1109.9,630,1,36,,,,,,
2020-05-23,야간,DF공장,사출공정,AI차종,4호기,제품-021,CO-작업자,905,995.5,582,1,36,,,,,,
2020-05-23,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,BF-작업자,78,85.8,60,1,26.7,자주검사,10,,,,
2020-05-23,주간,DF공장,사출공정,AD차종,6호기,제품-016,AM-작업자,483,531.3,630,1,60,,,,,,
2020-05-23,야간,DF공장,사출공정,AD차종,6호기,제품-016,BH-작업자,609,669.9,582,1,60,,,,,,
2020-05-23,주간,DF공장,사출공정,AA차종,7호기,제품-026,CY-작업자,813,894.3,630,1,36,,,,,,
2020-05-23,야간,DF공장,사출공정,AA차종,7호기,제품-026,DI-작업자,968,1064.8,582,1,36,,,,,,
2020-05-23,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,BF-작업자,490,539,240,1,26.7,자주검사,25,,,,
2020-05-23,주간,DF공장,사출공정,AF차종,10호기,제품-033,BY-작업자,380,418,360,1,45,,,,,,
2020-05-23,야간,DF공장,사출공정,AF차종,10호기,제품-033,AS-작업자,116,127.6,220,1,45,작업변경,70,,,,
2020-05-23,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,BF-작업자,,0,,,,작업변경,10,,,,
2020-05-23,주간,DF공장,사출공정,AW차종,6호기,제품-020,DD-작업자,705,775.5,630,1,38.7,,,,,,
2020-05-23,야간,DF공장,사출공정,AW차종,6호기,제품-020,CX-작업자,643,707.3,582,1,38.7,,,,,,
2020-05-23,주간,DF공장,사출공정,AX차종,6호기,제품-011,BT-작업자,1019,1120.9,630,1,37.1,,,,,,
2020-05-23,야간,DF공장,사출공정,AX차종,6호기,제품-011,CP-작업자,63,69.3,110,1,37.1,작업변경,,,,,
2020-05-23,야간,DF공장,사출공정,AA차종,7호기,제품-026,CP-작업자,769,845.9,470,1,36,,,,,,
2020-05-23,주간,DF공장,사출공정,BD차종,12호기,제품-022,BM-작업자,465,511.5,630,1,37,설비이상,45,,,,
2020-05-23,야간,DF공장,사출공정,BD차종,12호기,제품-022,BP-작업자,450,495,582,1,37,,,,,,
2020-05-23,주간,DF공장,사출공정,BE차종,12호기,제품-023,DG-작업자,1017,1118.7,630,1,37.1,,,,,,
2020-05-23,야간,DF공장,사출공정,BE차종,12호기,제품-023,BN-작업자,938,1031.8,582,1,37.1,,,,,,
2020-05-23,주간,DF공장,사출공정,BB차종,11호기,제품-027,CZ-작업자,736,809.6,630,1,55,,,,,,
2020-05-23,야간,DF공장,사출공정,BB차종,11호기,제품-027,AY-작업자,537,590.7,462,1,55,,,,,,
2020-05-23,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,BF-작업자,700,770,300,1,26.7,자주검사,10,,,,
2020-05-23,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,BF-작업자,684,752.4,360,1,27.7,자주검사,10,,,,
2020-05-23,주간,DF공장,조립공정,BA차종,조립2라인,제품-052,CH-작업자,,0,,,,3정5행,10,,,,
2020-05-23,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,BF-작업자,,0,,,,작업변경,10,,,,
2020-05-23,주간,DF공장,조립공정,AM차종,조립3라인,제품-047,BF-작업자,,0,,,,3정5행,10,,,,
2020-05-23,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,AP-작업자,1520,1672,640,1,25.7,자주검사,30,,,,
2020-05-23,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,AP-작업자,,0,,,,3정5행,10,,,,
2020-05-23,주간,DF공장,조립공정,AV차종,조립4라인,제품-046,CC-작업자,,0,,,,3정5행,10,,,,
2020-05-23,주간,DF공장,조립공정,AN차종,조립6라인,제품-053,BG-작업자,,0,,,,3정5행,10,,,,
2020-05-23,주간,DF공장,사출공정,AR차종,5호기,제품-019,BR-작업자,1051,1156.1,630,1,36,,,,,성형,6
2020-05-23,야간,DF공장,사출공정,AR차종,5호기,제품-019,CK-작업자,967,1063.7,582,1,36,,,,,,
2020-05-23,주간,DF공장,사출공정,AS차종,8호기,제품-010,BY-작업자,354,389.4,270,1,36,작업변경,70,,,성형,4
2020-05-23,야간,DF공장,사출공정,AS차종,8호기,제품-010,AS-작업자,668,734.8,360,1,36,,,,,,
2020-05-23,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CL-작업자,1584,1742.4,640,1,27.7,자주검사,30,,,,
2020-05-23,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CL-작업자,,0,,,,교육,5,,,,
2020-05-23,주간,DF공장,조립공정,AS차종,조립5라인,제품-038,CL-작업자,,0,,,,3정5행,5,,,,
2020-05-24,주간,DF공장,사출공정,AO차종,1호기,제품-024,AN-작업자,744,818.4,462,1,37.1,,,,,,
2020-05-24,야간,DF공장,사출공정,AO차종,1호기,제품-024,AO-작업자,940,1034,582,1,37.1,,,,,,
2020-05-24,주간,DF공장,사출공정,AO차종,1호기,제품-024,BD-작업자,577,634.7,462,1,37.1,교육,60,,,,
2020-05-24,주간,DF공장,사출공정,AO차종,1호기,제품-024,BD-작업자,,0,,,,설비이상,50,,,,
2020-05-24,야간,DF공장,사출공정,AO차종,1호기,제품-024,CA-작업자,937,1030.7,582,1,37.1,,,,,,
2020-05-24,주간,DF공장,사출공정,AB차종,3호기,제품-029,DK-작업자,360,396,462,1,75,,,,,,
2020-05-24,야간,DF공장,사출공정,AB차종,3호기,제품-029,BB-작업자,456,501.6,582,1,75,,,,,,
2020-05-24,주간,DF공장,사출공정,AI차종,4호기,제품-021,BV-작업자,710,781,462,1,36,설비이상,15,,,,
2020-05-24,야간,DF공장,사출공정,AF차종,10호기,제품-033,CO-작업자,495,544.5,460.2,1,45,작업변경,70,,,,
2020-05-24,주간,DF공장,사출공정,AR차종,5호기,제품-019,BR-작업자,767,843.7,462,1,36,,,,,성형,8
2020-05-24,야간,DF공장,사출공정,AR차종,5호기,제품-019,CK-작업자,967,1063.7,582,1,36,,,,,,
2020-05-24,주간,DF공장,사출공정,AD차종,6호기,제품-016,AM-작업자,420,462,400,1,60,,,,,성형,9
2020-05-24,야간,DF공장,사출공정,AD차종,6호기,제품-016,BH-작업자,609,669.9,582,1,60,,,,,,
2020-05-24,주간,DF공장,사출공정,AA차종,7호기,제품-026,CY-작업자,682,750.2,462,1,36,,,,,,
2020-05-24,야간,DF공장,사출공정,AA차종,7호기,제품-026,DI-작업자,967,1063.7,582,1,36,,,,,,
2020-05-24,주간,DF공장,사출공정,AS차종,8호기,제품-010,DD-작업자,767,843.7,462,1,36,,,,,,
